item_id,category,stock_level,reorder_point,reorder_frequency_days,lead_time_days,daily_demand,demand_std_dev,item_popularity_score,storage_location_id
ITM12453,Pharma,434,57,10,7,48.22,5.88,0.68,L71
ITM12454,Groceries,264,74,5,4,46.61,7.19,0.4,L17
ITM12455,Automotive,182,62,9,3,28.94,7.55,0.11,L79
ITM12456,Pharma,79,76,9,2,36.97,7.04,0.98,L12
ITM12457,Electronics,25,99,14,7,47.59,3.7,0.54,L9
ITM12458,Electronics,216,27,11,5,5.09,1.56,0.94,L40
ITM12459,Apparel,489,18,8,9,1.28,3.18,0.59,L51
ITM12460,Pharma,77,47,3,7,2.46,2.5,0.64,L92
ITM12461,Electronics,324,96,10,5,28.6,1.79,0.74,L93
ITM12462,Groceries,426,30,3,9,38.38,0.73,0.39,L62
ITM12463,Pharma,236,74,5,9,18.99,9.39,0.73,L68
ITM12464,Groceries,437,30,13,8,27.72,9.25,0.57,L53
ITM12465,Groceries,45,36,7,2,26.3,0.98,0.71,L99
ITM12466,Electronics,322,79,10,9,5.64,2.14,0.85,L53
ITM12467,Pharma,24,53,11,7,16.76,1.83,0.27,L74
ITM12468,Automotive,493,37,9,9,1.95,3.17,0.65,L10
ITM12469,Electronics,39,54,11,4,6.42,2.44,0.15,L17
ITM12470,Electronics,409,26,13,7,40.78,9.49,0.19,L41
ITM12471,Pharma,217,49,5,2,41.64,1.3,0.71,L83
ITM12472,Pharma,78,12,7,3,40.3,2.51,0.16,L10
ITM12473,Groceries,467,85,12,3,36.61,1.27,0.64,L58
ITM12474,Pharma,261,85,10,7,39.87,9.81,0.3,L60
ITM12475,Groceries,165,75,14,7,33.88,9.22,0.37,L88
ITM12476,Electronics,407,55,3,5,33.82,7.31,0.22,L67
ITM12477,Apparel,292,95,10,2,33.7,4.55,0.32,L45
ITM12478,Automotive,268,96,9,5,26.19,2.31,0.84,L17
ITM12479,Electronics,33,39,3,4,18.8,2.6,0.67,L100
ITM12480,Pharma,481,78,12,8,36.78,4.71,0.95,L71
ITM12481,Automotive,32,18,14,3,15.63,7.8,0.14,L82
ITM12482,Apparel,410,94,12,9,27.6,3.01,0.81,L76
ITM12483,Apparel,403,20,14,9,22.23,3.45,0.73,L24
ITM12484,Groceries,63,78,8,6,14.55,6.2,0.33,L99
ITM12485,Automotive,394,75,3,6,48.76,2.76,0.76,L17
ITM12486,Groceries,418,97,4,2,13.68,6.05,0.74,L56
ITM12487,Electronics,38,40,7,9,16.16,4.18,0.51,L65
ITM12488,Automotive,82,42,4,2,8.92,0.83,0.72,L8
ITM12489,Electronics,258,48,12,6,41.33,4.33,0.5,L16
ITM12490,Groceries,438,55,3,2,29.74,9.24,0.4,L67
ITM12491,Automotive,356,46,8,3,31.04,3.28,0.52,L20
ITM12492,Groceries,438,69,10,4,41.21,3.57,0.91,L39
ITM12493,Automotive,422,40,10,4,17.8,1.13,0.45,L22
ITM12494,Groceries,423,20,10,9,10.49,6.34,0.46,L21
ITM12495,Apparel,119,96,13,5,10.72,8.57,0.65,L42
ITM12496,Groceries,182,11,8,3,36.9,3.85,0.78,L91
ITM12497,Apparel,435,36,13,8,31.09,2.78,0.76,L29
ITM12498,Groceries,141,11,5,2,11.11,9.59,0.12,L45
ITM12499,Automotive,451,30,3,2,8.11,7.58,0.72,L67
ITM12500,Automotive,63,67,4,9,6.91,5.89,0.51,L37
ITM12501,Automotive,379,14,7,8,31.76,3.4,0.57,L11
ITM12502,Pharma,427,61,12,5,1.01,2.6,0.61,L33
ITM12503,Electronics,336,54,7,5,1.9,7.3,0.76,L26
ITM12504,Automotive,400,94,12,2,20.09,5.46,0.85,L82
ITM12505,Apparel,164,29,3,2,34.88,5.45,0.68,L71
ITM12506,Automotive,346,70,3,8,35.06,1.2,0.61,L36
ITM12507,Pharma,382,47,11,9,22.08,5.37,0.44,L17
ITM12508,Apparel,69,29,4,3,34.86,8.32,0.22,L81
ITM12509,Pharma,84,34,9,8,26.53,9.49,0.96,L39
ITM12510,Apparel,374,11,12,5,48.87,1.51,0.52,L79
ITM12511,Groceries,307,41,6,8,8.96,6.5,0.61,L69
ITM12512,Electronics,183,35,9,8,30.43,5.9,0.78,L12
ITM12513,Electronics,160,79,10,8,25.07,8.96,0.16,L65
ITM12514,Pharma,473,50,7,3,10.53,7.64,0.87,L83
ITM12515,Electronics,333,76,14,7,37.75,9.67,0.82,L22
ITM12516,Pharma,147,10,14,2,14.5,9.62,0.8,L76
ITM12517,Pharma,417,60,3,6,19.7,2.64,0.12,L75
ITM12518,Pharma,440,14,6,9,19.37,7.39,0.57,L20
ITM12519,Electronics,387,22,12,8,12.97,5.54,0.15,L22
ITM12520,Pharma,482,28,5,9,22.1,2.54,0.6,L85
ITM12521,Electronics,258,21,12,6,24.19,2.35,0.75,L80
ITM12522,Pharma,343,57,14,7,37.47,1.27,0.21,L93
ITM12523,Automotive,315,34,7,2,38.49,8.06,0.73,L78
ITM12524,Pharma,206,66,12,5,8.77,3.58,0.5,L44
ITM12525,Apparel,227,44,12,6,30.05,8.64,0.83,L73
ITM12526,Pharma,239,85,8,9,44.91,6.28,0.58,L6
ITM12527,Groceries,419,14,4,9,6.33,6.9,0.4,L4
ITM12528,Pharma,209,31,9,9,24.17,3.27,0.4,L11
ITM12529,Apparel,407,86,5,5,37.77,4.84,0.91,L6
ITM12530,Apparel,448,66,3,6,30.96,4.42,0.51,L83
ITM12531,Electronics,365,56,12,9,5.93,2.74,0.47,L99
ITM12532,Automotive,303,63,5,5,20.43,8.41,0.14,L74
ITM12533,Pharma,371,12,11,8,25.85,6.41,0.43,L34
ITM12534,Electronics,256,62,12,9,49.8,0.86,0.86,L84
ITM12535,Automotive,213,93,13,6,9.75,8.29,0.78,L27
ITM12536,Pharma,306,40,13,5,49.14,1.51,0.3,L99
ITM12537,Groceries,278,78,8,7,19.43,4.34,0.47,L74
ITM12538,Pharma,265,97,13,3,10.82,5.93,0.28,L54
ITM12539,Apparel,155,42,8,5,21.29,0.57,0.96,L80
ITM12540,Apparel,299,81,6,3,31.09,6.7,0.64,L82
ITM12541,Groceries,290,97,10,3,11.46,6.77,0.78,L4
ITM12542,Electronics,190,59,7,2,15.28,6.7,0.74,L64
ITM12543,Automotive,178,93,9,8,42.87,2.05,0.89,L81
ITM12544,Pharma,220,25,11,7,49.95,2.93,0.95,L70
ITM12545,Apparel,64,85,7,3,16.59,2.85,0.13,L38
ITM12546,Electronics,469,86,13,4,8.29,9.62,0.98,L83
ITM12547,Groceries,283,48,7,8,39.87,1.14,0.88,L39
ITM12548,Apparel,90,98,6,3,30.42,4.57,0.44,L62
ITM12549,Groceries,383,55,8,5,5.92,8.78,0.85,L32
ITM12550,Pharma,390,97,4,3,47.39,7.81,0.76,L88
ITM12551,Automotive,122,56,5,5,4.82,8.31,0.81,L52
ITM12552,Apparel,144,53,3,9,31.64,9.74,0.3,L39
ITM12553,Apparel,332,18,4,5,21.77,4.18,0.68,L59
ITM12554,Pharma,483,96,4,4,28.27,3.44,0.12,L10
ITM12555,Electronics,305,59,10,3,11.45,0.79,0.86,L89
ITM12556,Automotive,477,86,10,3,34.72,1.93,0.96,L8
ITM12557,Apparel,249,69,4,6,48.03,5.84,0.7,L21
ITM12558,Automotive,165,24,8,8,23.46,2.0,0.56,L57
ITM12559,Apparel,389,45,7,6,26.62,7.49,0.75,L54
ITM12560,Automotive,216,72,5,2,12.75,0.85,0.39,L62
ITM12561,Groceries,392,78,7,5,44.7,2.97,0.66,L60
ITM12562,Apparel,240,95,7,4,48.59,7.11,0.75,L27
ITM12563,Automotive,442,89,7,6,39.53,2.93,0.23,L44
ITM12564,Electronics,79,50,5,3,27.6,7.42,0.23,L78
ITM12565,Groceries,117,83,5,2,47.88,9.96,0.74,L19
ITM12566,Groceries,190,33,6,4,8.54,8.07,0.49,L41
ITM12567,Electronics,401,91,9,7,24.45,3.75,0.9,L92
ITM12568,Automotive,192,58,14,3,27.34,9.06,0.38,L41
ITM12569,Pharma,170,27,14,3,25.1,0.99,0.14,L94
ITM12570,Electronics,472,16,14,9,40.32,7.39,0.68,L45
ITM12571,Automotive,369,13,4,7,33.85,0.72,0.72,L52
ITM12572,Electronics,409,99,12,5,7.21,2.16,0.6,L17
ITM12573,Electronics,459,78,6,5,17.98,9.88,0.71,L98
ITM12574,Apparel,141,69,6,6,17.61,3.93,0.57,L48
ITM12575,Automotive,127,64,3,6,28.72,8.29,0.72,L66
ITM12576,Pharma,23,25,12,3,15.28,4.07,0.14,L72
ITM12577,Apparel,112,99,10,8,6.75,8.48,0.43,L14
ITM12578,Electronics,426,91,3,3,33.03,9.67,0.29,L41
ITM12579,Electronics,25,38,10,6,42.7,4.64,0.19,L31
ITM12580,Electronics,307,32,9,7,46.65,5.81,0.31,L60
ITM12581,Automotive,125,23,11,6,48.66,6.47,0.27,L16
ITM12582,Automotive,165,88,10,3,39.27,9.38,0.98,L35
ITM12583,Apparel,290,58,7,4,7.85,2.94,0.36,L58
ITM12584,Pharma,443,42,10,3,42.8,6.31,0.31,L32
ITM12585,Apparel,397,34,13,4,20.6,3.58,0.85,L19
ITM12586,Groceries,115,30,12,4,36.77,2.56,0.48,L13
ITM12587,Electronics,476,26,14,3,27.03,1.31,0.48,L7
ITM12588,Electronics,248,32,14,8,41.6,6.4,0.5,L38
ITM12589,Electronics,221,66,5,8,21.85,8.88,0.47,L50
ITM12590,Apparel,231,90,12,2,4.03,3.84,0.39,L79
ITM12591,Apparel,25,67,9,6,28.28,5.75,0.36,L54
ITM12592,Electronics,131,23,14,8,9.39,6.6,0.89,L32
ITM12593,Apparel,395,29,6,5,48.31,4.44,0.25,L21
ITM12594,Automotive,398,39,7,3,26.82,9.08,0.26,L42
ITM12595,Automotive,466,28,11,4,28.12,3.95,0.61,L74
ITM12596,Apparel,342,62,9,3,45.46,1.69,0.41,L93
ITM12597,Electronics,125,65,6,6,31.6,1.87,0.48,L41
ITM12598,Apparel,158,86,8,7,15.83,8.96,0.83,L25
ITM12599,Apparel,318,91,12,8,15.51,9.89,0.91,L98
ITM12600,Apparel,420,32,13,8,25.58,3.24,0.81,L21
ITM12601,Groceries,115,71,9,8,43.46,1.86,0.31,L64
ITM12602,Automotive,407,42,12,4,39.94,5.08,0.98,L66
ITM12603,Pharma,466,27,11,5,48.17,7.24,0.43,L60
ITM12604,Pharma,471,82,6,9,4.52,6.32,0.25,L64
ITM12605,Groceries,356,42,12,5,14.15,9.54,0.55,L40
ITM12606,Apparel,316,41,5,8,4.93,8.27,0.75,L64
ITM12607,Groceries,486,70,10,5,37.8,8.76,0.17,L3
ITM12608,Groceries,408,63,3,7,7.9,5.65,0.67,L12
ITM12609,Electronics,435,26,11,8,5.89,3.61,0.87,L51
ITM12610,Automotive,233,28,3,2,28.52,7.17,0.34,L65
ITM12611,Pharma,473,79,4,4,21.16,4.67,0.72,L59
ITM12612,Apparel,310,43,10,7,36.04,3.23,0.46,L31
ITM12613,Pharma,41,93,11,9,24.86,1.95,0.47,L28
ITM12614,Pharma,212,34,9,4,21.84,5.51,0.35,L75
ITM12615,Automotive,487,77,5,9,21.85,6.15,0.66,L46
ITM12616,Pharma,169,83,9,8,43.72,5.9,0.42,L7
ITM12617,Pharma,387,83,8,7,20.37,1.61,0.85,L7
ITM12618,Groceries,266,97,4,8,17.34,5.91,0.97,L37
ITM12619,Automotive,286,94,5,9,17.59,2.1,0.94,L64
ITM12620,Electronics,480,20,13,9,10.63,6.81,0.25,L77
ITM12621,Apparel,270,25,14,7,43.17,4.58,0.11,L84
ITM12622,Pharma,22,99,12,8,8.18,8.56,0.49,L87
ITM12623,Apparel,412,70,12,2,45.52,7.89,0.76,L61
ITM12624,Electronics,335,89,14,4,14.89,7.38,0.98,L37
ITM12625,Apparel,95,16,7,7,45.07,7.16,0.81,L69
ITM12626,Electronics,106,25,12,2,39.75,5.82,0.62,L2
ITM12627,Groceries,289,25,6,3,29.52,1.08,0.12,L14
ITM12628,Pharma,244,49,4,8,33.8,6.73,0.84,L56
ITM12629,Electronics,37,21,6,6,16.97,4.94,0.26,L18
ITM12630,Apparel,132,44,14,7,29.14,4.96,0.15,L34
ITM12631,Pharma,270,30,10,5,15.33,4.1,0.87,L94
ITM12632,Groceries,252,59,7,2,20.71,9.33,0.61,L47
ITM12633,Pharma,348,52,7,2,38.47,2.87,0.22,L98
ITM12634,Electronics,298,26,14,7,12.95,3.51,0.45,L52
ITM12635,Groceries,221,41,14,9,42.1,9.65,0.18,L47
ITM12636,Apparel,102,50,12,2,19.42,8.2,0.67,L6
ITM12637,Groceries,144,15,5,3,27.08,0.63,0.35,L52
ITM12638,Groceries,194,97,10,2,47.16,9.11,0.88,L7
ITM12639,Automotive,88,36,8,6,34.38,2.65,0.42,L73
ITM12640,Groceries,66,29,4,6,32.63,7.21,0.55,L72
ITM12641,Groceries,391,34,4,9,35.87,5.75,0.16,L25
ITM12642,Pharma,275,75,11,8,45.99,5.6,0.35,L47
ITM12643,Apparel,234,18,9,8,13.18,7.32,0.71,L71
ITM12644,Pharma,49,62,12,9,31.05,2.47,0.76,L37
ITM12645,Pharma,300,70,11,5,20.62,2.01,0.32,L10
ITM12646,Electronics,431,47,8,3,1.58,6.69,0.55,L50
ITM12647,Pharma,256,12,7,6,7.14,3.26,0.84,L65
ITM12648,Automotive,267,93,14,9,16.92,9.75,0.44,L58
ITM12649,Automotive,387,79,3,7,28.68,4.79,0.22,L98
ITM12650,Electronics,44,64,14,4,44.19,1.56,0.49,L71
ITM12651,Apparel,93,10,8,4,39.76,7.02,0.64,L36
ITM12652,Apparel,225,79,8,4,28.11,3.41,0.11,L80
ITM12653,Pharma,333,54,5,8,4.62,1.91,0.41,L88
ITM12654,Pharma,113,56,5,7,15.01,4.52,0.65,L79
ITM12655,Pharma,394,88,5,2,18.97,9.66,0.96,L16
ITM12656,Apparel,146,35,5,7,31.46,4.41,0.47,L17
ITM12657,Groceries,444,23,9,2,4.18,3.8,0.25,L13
ITM12658,Automotive,44,63,12,4,26.98,4.72,0.58,L51
ITM12659,Groceries,353,80,13,5,45.17,0.62,0.36,L48
ITM12660,Groceries,374,55,4,5,35.57,1.76,0.29,L44
ITM12661,Apparel,135,40,12,9,40.06,8.57,0.63,L72
ITM12662,Groceries,67,97,12,2,34.4,9.79,0.92,L47
ITM12663,Electronics,245,68,4,4,11.12,2.0,0.85,L97
ITM12664,Pharma,285,38,5,7,6.41,5.59,0.26,L19
ITM12665,Electronics,118,26,12,5,41.65,9.68,0.79,L26
ITM12666,Automotive,478,23,14,2,35.08,1.99,0.31,L78
ITM12667,Pharma,30,45,9,9,29.18,2.27,0.36,L66
ITM12668,Groceries,104,67,5,7,10.27,9.3,0.93,L52
ITM12669,Automotive,424,33,9,4,30.56,7.2,0.92,L65
ITM12670,Pharma,233,72,11,3,2.53,1.94,0.25,L6
ITM12671,Groceries,192,34,13,4,6.82,4.24,0.16,L6
ITM12672,Electronics,410,68,12,8,16.28,1.03,0.36,L5
ITM12673,Pharma,228,41,14,4,22.74,4.61,0.62,L18
ITM12674,Groceries,467,91,13,9,6.91,7.89,0.89,L92
ITM12675,Electronics,401,27,6,7,6.88,5.76,0.21,L43
ITM12676,Automotive,83,46,9,9,36.57,6.65,0.47,L61
ITM12677,Automotive,277,35,11,7,28.92,3.6,0.34,L67
ITM12678,Automotive,351,18,10,6,27.15,2.03,0.11,L59
ITM12679,Automotive,140,73,10,6,23.17,0.62,0.81,L20
ITM12680,Apparel,317,81,11,7,48.85,8.3,0.83,L78
ITM12681,Pharma,485,29,7,7,3.44,6.55,0.3,L66
ITM12682,Pharma,73,63,7,3,9.85,2.68,0.24,L18
ITM12683,Apparel,350,95,5,3,32.73,4.48,0.23,L42
ITM12684,Groceries,291,92,7,4,7.68,8.11,0.52,L79
ITM12685,Groceries,260,39,10,9,29.88,5.62,0.32,L41
ITM12686,Automotive,262,62,14,8,28.82,3.35,0.56,L21
ITM12687,Electronics,37,72,7,9,48.58,3.04,0.45,L51
ITM12688,Groceries,206,20,6,5,44.29,2.57,0.29,L79
ITM12689,Electronics,365,40,10,9,47.33,8.33,0.78,L95
ITM12690,Pharma,163,58,9,8,6.57,6.03,0.24,L39
ITM12691,Electronics,281,96,8,3,43.54,7.24,0.82,L76
ITM12692,Pharma,460,28,7,4,7.33,8.67,0.61,L44
ITM12693,Apparel,383,21,7,8,32.01,9.88,0.85,L65
ITM12694,Apparel,450,24,12,9,36.28,2.87,0.1,L66
ITM12695,Automotive,258,40,4,2,8.88,2.22,0.77,L69
ITM12696,Groceries,323,52,6,6,32.0,4.89,0.15,L63
ITM12697,Automotive,317,46,10,8,3.57,0.83,0.96,L91
ITM12698,Pharma,95,88,10,5,15.37,8.02,0.73,L73
ITM12699,Automotive,207,38,13,4,46.14,8.9,0.39,L39
ITM12700,Electronics,352,35,3,8,9.41,7.02,0.39,L61
ITM12701,Pharma,407,11,4,7,4.2,3.05,0.88,L3
ITM12702,Apparel,265,93,7,9,22.74,1.67,0.91,L48
ITM12703,Groceries,149,24,11,2,42.68,4.13,0.9,L43
ITM12704,Pharma,493,13,12,6,4.76,8.42,0.83,L87
ITM12705,Pharma,334,95,13,2,18.42,3.8,0.84,L15
ITM12706,Electronics,430,59,14,4,45.09,0.83,0.62,L54
ITM12707,Groceries,302,47,13,9,6.79,3.11,0.13,L75
ITM12708,Apparel,98,32,9,3,16.22,9.9,0.18,L40
ITM12709,Pharma,91,68,12,6,39.14,6.93,0.68,L93
ITM12710,Pharma,282,99,7,9,27.62,9.06,0.46,L89
ITM12711,Electronics,210,84,3,2,41.78,7.86,0.61,L81
ITM12712,Automotive,386,37,8,3,6.47,5.63,0.31,L4
ITM12713,Apparel,394,75,14,5,46.11,1.91,0.68,L77
ITM12714,Groceries,449,17,10,4,46.81,3.81,0.32,L61
ITM12715,Pharma,82,38,9,4,8.61,6.05,0.51,L34
ITM12716,Pharma,399,20,4,6,2.66,8.77,0.53,L84
ITM12717,Apparel,31,27,14,2,49.5,3.05,0.26,L100
ITM12718,Automotive,160,64,7,5,24.63,1.65,0.89,L75
ITM12719,Pharma,273,59,13,7,29.03,5.81,0.57,L74
ITM12720,Apparel,62,23,6,6,31.18,2.18,0.88,L30
ITM12721,Electronics,36,83,11,9,39.69,6.3,0.34,L93
ITM12722,Automotive,82,18,12,7,40.79,3.0,0.26,L7
ITM12723,Groceries,272,20,3,6,10.5,2.69,0.12,L75
ITM12724,Pharma,484,72,14,2,12.6,4.29,0.18,L62
ITM12725,Apparel,395,85,8,5,43.96,6.14,0.23,L22
ITM12726,Electronics,311,76,5,2,41.16,5.68,0.17,L68
ITM12727,Groceries,488,62,13,4,31.26,2.82,0.91,L81
ITM12728,Apparel,27,48,11,7,49.74,8.97,0.92,L93
ITM12729,Apparel,344,87,7,3,37.02,1.54,0.94,L80
ITM12730,Groceries,109,65,8,8,11.58,0.87,0.96,L100
ITM12731,Electronics,227,37,13,9,42.49,6.23,0.54,L49
ITM12732,Electronics,311,84,11,4,21.32,1.67,0.58,L19
ITM12733,Automotive,303,48,11,4,2.77,5.3,0.22,L88
ITM12734,Pharma,137,34,10,7,16.75,9.54,0.22,L32
ITM12735,Groceries,368,30,11,9,38.41,7.14,0.8,L5
ITM12736,Groceries,194,19,6,6,48.05,6.37,0.87,L74
ITM12737,Groceries,95,52,8,4,14.53,5.96,0.81,L90
ITM12738,Electronics,120,24,7,8,13.08,2.21,0.85,L15
ITM12739,Pharma,433,92,7,5,28.62,4.61,0.35,L25
ITM12740,Automotive,170,57,6,4,40.77,3.75,0.52,L3
ITM12741,Apparel,419,95,4,5,37.58,9.55,0.51,L57
ITM12742,Apparel,289,30,14,2,28.44,2.8,1.0,L41
ITM12743,Groceries,477,69,8,9,31.94,4.98,0.95,L54
ITM12744,Pharma,90,59,11,6,12.86,9.41,0.64,L20
ITM12745,Electronics,199,32,14,5,22.2,8.0,0.22,L53
ITM12746,Pharma,143,22,3,4,13.51,9.66,0.33,L89
ITM12747,Pharma,400,78,9,6,44.34,6.28,0.43,L27
ITM12748,Electronics,312,13,8,8,6.52,3.67,0.89,L53
ITM12749,Groceries,304,87,5,6,34.31,8.35,0.25,L65
ITM12750,Pharma,214,81,3,5,13.75,3.27,0.3,L100
ITM12751,Apparel,418,18,6,9,24.3,2.07,0.41,L79
ITM12752,Electronics,247,44,11,5,15.67,7.21,0.93,L61
ITM12753,Automotive,450,30,4,3,16.84,6.57,0.55,L95
ITM12754,Groceries,449,67,5,3,13.76,8.85,0.68,L94
ITM12755,Electronics,455,27,4,6,37.89,9.64,0.45,L8
ITM12756,Automotive,294,81,4,7,18.92,8.64,0.27,L91
ITM12757,Automotive,480,90,12,9,36.59,1.07,0.3,L18
ITM12758,Pharma,125,52,13,7,23.35,6.81,0.82,L67
ITM12759,Pharma,40,15,13,3,27.82,7.95,0.9,L27
ITM12760,Pharma,83,95,10,4,27.62,9.83,0.54,L72
ITM12761,Electronics,184,87,5,2,48.82,4.06,0.42,L42
ITM12762,Electronics,46,76,9,6,18.99,2.11,0.83,L85
ITM12763,Groceries,330,21,10,2,11.18,8.6,0.71,L62
ITM12764,Pharma,304,21,5,3,45.68,3.52,0.14,L68
ITM12765,Automotive,167,75,4,5,9.57,6.18,0.42,L49
ITM12766,Apparel,300,11,10,8,41.89,4.2,0.71,L41
ITM12767,Groceries,345,24,5,6,8.36,4.32,0.62,L23
ITM12768,Electronics,338,32,9,3,33.28,7.46,0.98,L59
ITM12769,Groceries,183,38,14,9,8.38,3.93,0.88,L69
ITM12770,Groceries,405,90,3,4,46.23,7.08,0.15,L44
ITM12771,Groceries,425,16,14,8,28.69,0.64,0.75,L70
ITM12772,Groceries,243,37,8,6,17.13,3.58,0.4,L46
ITM12773,Apparel,291,23,14,6,7.88,3.53,0.71,L87
ITM12774,Pharma,165,53,14,9,19.19,7.61,0.66,L99
ITM12775,Automotive,472,39,11,7,35.55,3.49,0.55,L93
ITM12776,Groceries,457,90,14,5,19.86,6.52,0.87,L88
ITM12777,Groceries,375,41,5,6,13.06,7.04,0.74,L83
ITM12778,Groceries,49,79,9,5,29.29,6.76,0.9,L89
ITM12779,Pharma,64,97,8,3,21.47,6.23,0.35,L34
ITM12780,Electronics,294,15,10,4,9.12,4.43,0.41,L79
ITM12781,Electronics,490,36,5,8,8.55,4.05,0.66,L62
ITM12782,Apparel,53,91,5,8,35.67,5.86,0.97,L25
ITM12783,Electronics,160,97,6,4,48.76,1.11,0.43,L32
ITM12784,Groceries,446,33,5,6,12.42,8.82,0.13,L36
ITM12785,Groceries,337,43,11,6,38.88,8.34,0.5,L72
ITM12786,Groceries,393,49,13,3,5.29,3.79,0.59,L39
ITM12787,Apparel,240,56,6,7,19.7,5.88,0.82,L29
ITM12788,Groceries,375,88,8,7,25.83,9.36,0.76,L39
ITM12789,Electronics,41,84,10,7,14.17,3.08,0.97,L99
ITM12790,Pharma,199,95,13,5,26.95,7.55,0.8,L37
ITM12791,Pharma,455,33,10,7,44.25,1.29,0.37,L91
ITM12792,Automotive,386,74,7,4,47.28,5.47,0.68,L27
ITM12793,Electronics,439,27,7,8,5.93,8.9,0.71,L89
ITM12794,Groceries,348,53,8,8,14.32,5.74,1.0,L91
ITM12795,Pharma,250,85,12,5,48.98,6.35,0.22,L63
ITM12796,Electronics,422,66,9,3,14.25,9.12,0.27,L41
ITM12797,Pharma,57,37,12,4,34.94,7.3,0.24,L62
ITM12798,Groceries,89,80,9,8,13.42,7.11,0.63,L45
ITM12799,Pharma,135,32,6,4,18.46,6.07,0.22,L72
ITM12800,Automotive,258,94,8,8,10.37,6.51,0.69,L93
ITM12801,Automotive,354,43,9,2,42.96,8.14,0.82,L36
ITM12802,Pharma,460,20,7,3,44.25,9.8,0.49,L37
ITM12803,Electronics,167,95,7,3,15.55,8.06,0.6,L16
ITM12804,Electronics,28,44,4,9,41.36,7.22,0.92,L74
ITM12805,Electronics,307,51,9,2,18.55,1.79,0.61,L87
ITM12806,Pharma,407,37,14,5,5.85,8.26,0.29,L70
ITM12807,Electronics,69,91,8,8,38.15,7.49,0.41,L49
ITM12808,Groceries,357,87,13,9,30.23,7.82,0.58,L51
ITM12809,Automotive,24,91,3,8,14.44,2.7,0.24,L45
ITM12810,Groceries,423,33,6,8,13.4,9.08,0.65,L99
ITM12811,Electronics,362,17,5,7,48.81,1.42,1.0,L19
ITM12812,Groceries,145,62,14,7,43.26,2.91,0.69,L38
ITM12813,Electronics,94,81,5,7,40.68,6.8,0.44,L6
ITM12814,Pharma,184,13,9,7,7.27,6.9,0.4,L37
ITM12815,Groceries,297,14,13,7,38.0,3.48,0.94,L92
ITM12816,Pharma,461,58,14,2,11.51,7.16,0.88,L11
ITM12817,Pharma,343,39,12,3,48.89,4.19,0.53,L45
ITM12818,Apparel,496,81,6,5,3.55,0.5,0.42,L57
ITM12819,Electronics,319,72,14,4,18.25,2.04,0.74,L84
ITM12820,Automotive,309,56,10,7,22.0,8.88,0.38,L33
ITM12821,Electronics,96,35,13,2,41.39,2.62,0.21,L96
ITM12822,Automotive,317,66,11,9,38.54,1.57,0.38,L62
ITM12823,Electronics,156,46,5,9,19.37,6.98,0.49,L28
ITM12824,Pharma,125,16,7,8,28.71,4.69,0.33,L26
ITM12825,Groceries,114,49,6,5,41.94,8.07,0.3,L69
ITM12826,Groceries,154,48,14,9,1.89,8.68,0.11,L35
ITM12827,Apparel,87,71,12,5,40.31,8.54,0.67,L72
ITM12828,Automotive,166,87,8,5,47.4,3.47,0.65,L90
ITM12829,Automotive,497,62,13,2,2.57,5.3,0.27,L35
ITM12830,Automotive,178,13,12,4,3.23,6.68,0.95,L18
ITM12831,Pharma,403,91,6,7,17.88,3.56,0.47,L14
ITM12832,Automotive,182,34,10,5,5.3,0.89,0.12,L79
ITM12833,Groceries,460,16,5,2,24.48,5.21,0.3,L95
ITM12834,Pharma,360,37,13,8,36.71,0.62,0.72,L76
ITM12835,Electronics,208,78,7,3,28.78,9.53,0.28,L31
ITM12836,Automotive,434,76,3,8,10.63,8.07,0.15,L32
ITM12837,Automotive,358,29,8,2,33.09,2.32,0.66,L7
ITM12838,Electronics,114,92,13,2,34.56,3.23,0.57,L86
ITM12839,Automotive,200,20,7,2,46.69,9.84,0.79,L68
ITM12840,Electronics,307,76,10,5,8.19,4.05,0.8,L29
ITM12841,Pharma,341,96,11,2,34.92,7.95,0.96,L82
ITM12842,Groceries,206,16,10,3,45.66,4.74,0.15,L30
ITM12843,Electronics,391,32,10,5,25.58,8.71,0.14,L7
ITM12844,Apparel,157,70,14,8,18.73,7.19,0.99,L13
ITM12845,Electronics,149,80,5,3,9.37,0.72,0.68,L53
ITM12846,Automotive,213,43,6,9,43.47,3.3,0.74,L43
ITM12847,Pharma,335,28,13,6,20.32,5.8,0.19,L92
ITM12848,Pharma,491,67,6,8,46.32,9.3,0.16,L61
ITM12849,Electronics,292,18,13,2,42.54,1.47,0.24,L13
ITM12850,Groceries,371,57,7,7,19.46,6.21,0.48,L88
ITM12851,Apparel,163,91,11,7,29.12,3.37,0.2,L99
ITM12852,Pharma,35,50,14,5,2.33,8.95,0.5,L18
ITM12853,Automotive,321,57,11,7,13.9,7.77,0.61,L1
ITM12854,Automotive,442,54,12,8,35.8,4.01,0.1,L71
ITM12855,Groceries,264,34,14,5,34.22,2.09,0.2,L21
ITM12856,Pharma,434,87,3,8,18.32,0.61,0.44,L53
ITM12857,Electronics,126,34,10,2,40.62,6.4,0.15,L84
ITM12858,Automotive,107,28,3,4,12.56,4.36,0.22,L61
ITM12859,Groceries,148,48,4,4,23.6,3.49,0.31,L62
ITM12860,Pharma,414,88,9,3,24.15,9.86,0.49,L84
ITM12861,Pharma,394,89,10,2,17.7,4.93,0.74,L26
